Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";;"Punten woonruimte";Verzoeker
264250;"Jan Benninghstraat";39;;;1181SB;AMSTELVEEN;"Jan Benninghstraat 39, 1181SB AMSTELVEEN";;"Klacht over een gedraging van de verhuurder (art. 4.5 UHW)";"Niet gegrond";"De wederpartij wordt in het gelijk gesteld";08-06-21;Onzelfstandig;;;;;;;;;;;;;;Huurder
252494;"Anna Blamanhove ";34;;;2717XC;ZOETERMEER;"Anna Blamanhove 34, 2717XC ZOETERMEER";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";08-06-21;Zelfstandig;810,42;;;;;;;;;;324,17;;;Huurder
244500;Steynlaan;77;;B;3701EC;ZEIST;"Steynlaan 77 B, 3701EC ZEIST";"KM 1 VZ";"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";22-06-21;Onzelfstandig;780,00;780,00;;;;;;;;;;;;Huurder
259835;Gildemeestersplein;294;;;6826LT;ARNHEM;"Gildemeestersplein 294, 6826LT ARNHEM";;"Klacht over een gedraging van de verhuurder (art. 4.5 UHW)";"Niet gegrond";"De wederpartij wordt in het gelijk gesteld";23-06-21;;;;;;;;;;;;;;;Huurder
261373;"Schaloenstraat 41";41;;;2532AE;"DEN HAAG";"Schaloenstraat 41 41, 2532AE DEN HAAG";;"Klacht over een gedraging van de verhuurder (art. 4.5 UHW)";"Niet gegrond";"De wederpartij wordt in het gelijk gesteld";23-06-21;;;;;;;;;;;;;;;Huurder
195130;"De Witte Swaen";39;;;3732EZ;"DE BILT";"De Witte Swaen 39, 3732EZ DE BILT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";28-05-21;Zelfstandig;850,00;689,15;;;;;;;;;;;136;Huurder
196170;"De Witte Swaen";9;;;3732EZ;"DE BILT";"De Witte Swaen 9, 3732EZ DE BILT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";28-05-21;Zelfstandig;673,14;663,24;;;;;;;;;;;128;Huurder
67363;Lindenhoevestraat;4;;;1096DV;AMSTERDAM;"Lindenhoevestraat 4, 1096DV AMSTERDAM";24;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Er is een all in prijs";"De verzoeker wordt in het gelijk gesteld";23-06-21;Onzelfstandig;340,00;187,30;;;;;;;;;;;90;Huurder
44465;Sleepnetstraat;685;;;2584GG;"DEN HAAG";"Sleepnetstraat 685, 2584GG DEN HAAG";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";02-06-21;Zelfstandig;;;;;1.926,99;1.926,99;2.189,46;2.189,51;;;;;;Huurder
57135;Beijerlandselaan;124;;B2;3074EN;ROTTERDAM;"Beijerlandselaan 124 B2, 3074EN ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";02-06-21;Zelfstandig;762,41;304,96;;;;;;;;;304,96;;;Huurder
205890;"De Witte Swaen";26;;;3732EZ;"DE BILT";"De Witte Swaen 26, 3732EZ DE BILT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";28-05-21;Zelfstandig;722,72;652,22;;;;;;;;;;;126;Huurder
63156;"Pieter Calandlaan";246;;B;1069KW;AMSTERDAM;"Pieter Calandlaan 246 B, 1069KW AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";02-06-21;Zelfstandig;712,23;284,93;;;;;;;;;284,93;;;Huurder
64091;"Feike de Boerlaan";108;;;1019MP;AMSTERDAM;"Feike de Boerlaan 108, 1019MP AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";02-06-21;;618,35;618,35;;;;;;;;;;;;Huurder
50501;Rembrandtplein;38;;2;1017CV;AMSTERDAM;"Rembrandtplein 38 2, 1017CV AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";02-06-21;Onzelfstandig;;;;;1.500,00;600,97;3.000,00;1.334,69;;;;;;Huurder
213551;"De Witte Swaen";3;;;3732EZ;"DE BILT";"De Witte Swaen 3, 3732EZ DE BILT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";28-05-21;Zelfstandig;699,82;646,75;;;;;;;;;;;123;Huurder
213533;"De Witte Swaen";10;;;3732EZ;"DE BILT";"De Witte Swaen 10, 3732EZ DE BILT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";28-05-21;Zelfstandig;690,16;663,24;;;;;;;;;;;128;Huurder
213520;"De Witte Swaen";37;;;3732EZ;"DE BILT";"De Witte Swaen 37, 3732EZ DE BILT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";28-05-21;Zelfstandig;647,44;624,80;;;;;;;;;;;117;Huurder
213505;"De Witte Swaen";23;;;3732EZ;"DE BILT";"De Witte Swaen 23, 3732EZ DE BILT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";28-05-21;Zelfstandig;690,77;652,22;;;;;;;;;;;126;Huurder
213489;"De Witte Swaen";2;;;3732EZ;"DE BILT";"De Witte Swaen 2, 3732EZ DE BILT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";28-05-21;Zelfstandig;707,88;630,29;;;;;;;;;;;122;Huurder
77072;Westduinweg;75;;A;2583ED;"DEN HAAG";"Westduinweg 75 A, 2583ED DEN HAAG";;"Klacht over een gedraging van de verhuurder (art. 4.5 UHW)";Gegrond;"De verzoeker wordt in het gelijk gesteld";26-05-21;Zelfstandig;;;;;;;;;;;;;;Huurder
77071;Westduinweg;75;;;2583ED;"DEN HAAG";"Westduinweg 75, 2583ED DEN HAAG";;"Klacht over een gedraging van de verhuurder (art. 4.5 UHW)";Gegrond;"De verzoeker wordt in het gelijk gesteld";26-05-21;Zelfstandig;;;;;;;;;;;;;;Huurder
81088;Leyweg;912;;28;2545GT;"DEN HAAG";"Leyweg 912 28, 2545GT DEN HAAG";;"Klacht over een gedraging van de verhuurder (art. 4.5 UHW)";"Niet gegrond";"De wederpartij wordt in het gelijk gesteld";26-05-21;Zelfstandig;;;;;;;;;;;;;;Huurder
85663;Rijswijkseplein;114;;;2516GX;"DEN HAAG";"Rijswijkseplein 114, 2516GX DEN HAAG";;"Klacht over een gedraging van de verhuurder (art. 4.5 UHW)";"Deels gegrond";"De verzoeker wordt in het gelijk gesteld";26-05-21;Zelfstandig;;;;;;;;;;;;;;Huurder
68424;"Jacob Ruysdaelstraat";8;;;3443TZ;WOERDEN;"Jacob Ruysdaelstraat 8, 3443TZ WOERDEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";02-06-21;Zelfstandig;595,86;595,86;;;;;;;;;;;;Huurder
214384;"De Witte Swaen";21;;;3732EZ;"DE BILT";"De Witte Swaen 21, 3732EZ DE BILT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";28-05-21;Zelfstandig;719,20;624,80;;;;;;;;;;;121;Huurder
61235;Lombokstraat;1;;A;3531RA;UTRECHT;"Lombokstraat 1 A, 3531RA UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";09-06-21;Zelfstandig;1.475,00;1.475,00;;;;;;;;;;;168;Huurder
77942;"Van Walbeeckstraat";45;;Huis;1058CJ;AMSTERDAM;"Van Walbeeckstraat 45 Huis, 1058CJ AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";09-06-21;Zelfstandig;543,88;543,88;;;;;;;;;;;;Huurder
77766;Argonautenstraat;60;;1;1076KS;"AMSTERDAM ";"Argonautenstraat 60 1, 1076KS AMSTERDAM ";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";09-06-21;Zelfstandig;536,99;214,80;;;;;;;;;214,80;;;Huurder
128732;"Van Walbeeckstraat";45;;Huis;1058CJ;AMSTERDAM;"Van Walbeeckstraat 45 Huis, 1058CJ AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";09-06-21;Zelfstandig;543,88;;;;;;;;;;;;;Huurder
88845;"Burg Van Eijklaan";59;;;2254BH;VOORSCHOTEN;"Burg Van Eijklaan 59, 2254BH VOORSCHOTEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";09-06-21;Zelfstandig;717,90;;;;;;;;;;430,74;;;Huurder
201231;"Van Walbeeckstraat";45;;Huis;1058CJ;AMSTERDAM;"Van Walbeeckstraat 45 Huis, 1058CJ AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";09-06-21;Zelfstandig;543,88;217,55;;;;;;;;;217,55;;;Huurder
231449;Boterdiepstraat;5;;1;1079SR;AMSTERDAM;"Boterdiepstraat 5 1, 1079SR AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";09-06-21;Zelfstandig;518,89;207,56;;;;;;;;;207,56;;;Huurder
223606;"Deurloostraat ";105;;-3;1078HW;AMSTERDAM;"Deurloostraat 105 -3, 1078HW AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";09-06-21;Zelfstandig;850,06;340,02;;;;;;;;;340,02;;;Huurder
85666;Rijswijkseplein;114;;;2516GX;"DEN HAAG";"Rijswijkseplein 114, 2516GX DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";26-05-21;Zelfstandig;645,64;;;;;;;;;;;;;Huurder
271591;"Kerkewijk ";100;;E;3904JG;VEENENDAAL;"Kerkewijk 100 E, 3904JG VEENENDAAL";;"Klacht over een gedraging van de verhuurder (art. 4.5 UHW)";Gegrond;"De verzoeker wordt in het gelijk gesteld";08-06-21;;;;;;;;;;;;;;;Huurder
43049;Korenstraat;6;;C;9712LX;GRONINGEN;"Korenstraat 6 C, 9712LX GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";04-06-21;Zelfstandig;;;;;1.200,00;387,20;;;;;;;;Huurder
26837;Steentilstraat;6;;B;9711GM;GRONINGEN;"Steentilstraat 6 B, 9711GM GRONINGEN";6;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";04-06-21;Onzelfstandig;;;;;840,00;366,59;1.680,00;352,24;;;;;;Huurder
210739;"Groot Akkersweg";10;;;7875AP;EXLOO;"Groot Akkersweg 10, 7875AP EXLOO";;"Klacht over een gedraging van de verhuurder (art. 4.5 UHW)";Gegrond;"De verzoeker wordt in het gelijk gesteld";14-07-21;Zelfstandig;;;;;;;;;;;;;;Huurder
90815;"Van Dijckstraat ";175;;;2526RZ;"DEN HAAG";"Van Dijckstraat 175, 2526RZ DEN HAAG";;"Klacht over een gedraging van de verhuurder (art. 4.5 UHW)";"Niet gegrond";"De wederpartij wordt in het gelijk gesteld";26-05-21;Zelfstandig;;;;;;;;;;;;;;Huurder
65017;"Reinhard Dozyhof";21;;;1065VA;AMSTERDAM;"Reinhard Dozyhof 21, 1065VA AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";02-06-21;Onzelfstandig;651,03;651,03;;;;;;;;;651,03;;;Huurder
35389;Socratesstraat;113;;;3076BT;ROTTERDAM;"Socratesstraat 113, 3076BT ROTTERDAM";;"Huurverhoging na woningverbetering (art. 7:255 BW) (huurder)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";17-08-21;Zelfstandig;724,51;746,00;;;;;;;;;;;149;Huurder
258597;"Dirk Danestraat";3;;"B 02 Studio 2";3027CA;ROTTERDAM;"Dirk Danestraat 3 B 02 Studio 2, 3027CA ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Gebreken deels verholpen of niet verholpen";"De verzoeker wordt in het gelijk gesteld";16-07-21;Zelfstandig;538,64;107,73;;;;;;;;;430,91;;;Huurder
70136;Mintplantsoen;26;;;1339CA;ALMERE;"Mintplantsoen 26, 1339CA ALMERE";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";02-06-21;Onzelfstandig;350,00;79,14;;87,50;;;;;;;;;38;Huurder
210812;"Groot Akkersweg";14;;;7875AP;EXLOO;"Groot Akkersweg 14, 7875AP EXLOO";;"Klacht over een gedraging van de verhuurder (art. 4.5 UHW)";Gegrond;"De verzoeker wordt in het gelijk gesteld";14-07-21;Zelfstandig;;;;;;;;;;;;;;Huurder
113053;Amsterdamsestraatweg;393;;D;3551CL;UTRECHT;"Amsterdamsestraatweg 393 D, 3551CL UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";26-05-21;Onzelfstandig;558,50;413,75;;;;;;;;;;;210;Huurder
214386;"De Witte Swaen";45;;;3732EZ;"DE BILT";"De Witte Swaen 45, 3732EZ DE BILT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";28-05-21;Zelfstandig;722,54;679,67;;;;;;;;;;;130;Huurder
36282;"Elisabeth Brugsmaweg";1;;603;2555SC;"DEN HAAG";"Elisabeth Brugsmaweg 1 603, 2555SC DEN HAAG";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";21-06-21;Zelfstandig;;;;;2.640,00;46,50;;;;;;;;Huurder
61552;"Elisabeth Brugsmaweg";1;;603;2555SC;"DEN HAAG";"Elisabeth Brugsmaweg 1 603, 2555SC DEN HAAG";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";21-06-21;Zelfstandig;;;;;2.640,00;29,25;;;;;;;;Huurder
73440;"Elisabeth Brugsmaweg ";1;;603;2555SC;"DEN HAAG";"Elisabeth Brugsmaweg 1 603, 2555SC DEN HAAG";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";21-06-21;Zelfstandig;;;;;2.640,00;29,00;;;;;;;;Huurder
246465;"De Witte Swaen";19;;;3732EZ;"DE BILT";"De Witte Swaen 19, 3732EZ DE BILT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";28-05-21;Zelfstandig;711,09;711,09;;;;;;;;;;;139;Huurder
195138;"De Witte Swaen";44;;;3732EZ;"DE BILT";"De Witte Swaen 44, 3732EZ DE BILT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";28-05-21;Zelfstandig;678,00;678,00;;;;;;;;;;;139;Huurder
244782;"De Heemstraat";180;;;2525EP;"DEN HAAG";"De Heemstraat 180, 2525EP DEN HAAG";;"Melding herstel van gebreken (art. 4.3 UHW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";02-06-21;Zelfstandig;200,00;500,00;;;;;;;;;;;;Verhuurder
70138;Zeestraat;355;;B;1949AG;"WIJK AAN ZEE";"Zeestraat 355 B, 1949AG WIJK AAN ZEE";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";02-06-21;Zelfstandig;277,29;110,92;;;;;;;;;166,37;;;Huurder
94571;"Nelson Mandelaplein";12;;;8917GD;LEEUWARDEN;"Nelson Mandelaplein 12, 8917GD LEEUWARDEN";;"Klacht over een gedraging van de verhuurder (art. 4.5 UHW)";"Niet gegrond";"De wederpartij wordt in het gelijk gesteld";15-06-21;Zelfstandig;;;;;;;;;;;;;;Huurder
90801;"1e pijnackerstraat";92;;a3;3035GV;ROTTERDAM;"1e pijnackerstraat 92 a3, 3035GV ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";17-06-21;Zelfstandig;467,41;336,13;;;;;;;;;280,44;;;Huurder
98407;"Cornelis de Vlamingstraat";1;;B;2406GT;"ALPHEN AAN DEN RIJN";"Cornelis de Vlamingstraat 1 B, 2406GT ALPHEN AAN DEN RIJN";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";21-06-21;Zelfstandig;600,00;450,00;;;;;;;;;;;85;Huurder
72570;Steentilstraat;6;;B;9711GM;GRONINGEN;"Steentilstraat 6 B, 9711GM GRONINGEN";4;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";04-06-21;Onzelfstandig;;;;;650,00;369,24;1.560,00;1.198,73;;;;;;Huurder
239376;"De Witte Swaen";20;;;3732EZ;"DE BILT";"De Witte Swaen 20, 3732EZ DE BILT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";28-05-21;Zelfstandig;784,23;701,62;;;;;;;;;;;135;Huurder
76736;Steentilstraat;6;;B;9711GM;GRONINGEN;"Steentilstraat 6 B, 9711GM GRONINGEN";4;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";04-06-21;Onzelfstandig;;;;;780,00;827,51;;;;;;;;Huurder
92154;Spechtstraat;25;;;1171SR;BADHOEVEDORP;"Spechtstraat 25, 1171SR BADHOEVEDORP";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";02-06-21;Zelfstandig;495,00;;;;;;;;;;;;;Huurder
91766;Moerwater;18;;;4714HS;SPRUNDEL;"Moerwater 18, 4714HS SPRUNDEL";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";04-06-21;Zelfstandig;581,45;;;;;;;;;;;;;Huurder
176571;"Elisabeth Brugsmaweg";1;;603;2555SC;"DEN HAAG";"Elisabeth Brugsmaweg 1 603, 2555SC DEN HAAG";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";21-06-21;Zelfstandig;;;;;2.640,00;99,37;;;;;;;;Huurder
226676;Tesselschadestraat;17;;M;8913HA;LEEUWARDEN;"Tesselschadestraat 17 M, 8913HA LEEUWARDEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";23-07-21;Zelfstandig;;;;;914,69;504,19;;;;;;;;Huurder
114115;Enschotsestraat;66;;11;5014DH;TILBURG;"Enschotsestraat 66 11, 5014DH TILBURG";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";13-07-21;Zelfstandig;;;;;1.302,56;1.302,56;;;;;;;;Huurder
56781;Minahassastraat;21;;;3531KW;UTRECHT;"Minahassastraat 21, 3531KW UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Gebreken deels verholpen of niet verholpen";"De verzoeker wordt in het gelijk gesteld";13-07-21;Zelfstandig;1.145,00;619,82;;;;;;;;;;;125;Huurder
225490;"Tesselschadestraat ";19;;B;8913HA;LEEUWARDEN;"Tesselschadestraat 19 B, 8913HA LEEUWARDEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";23-07-21;Zelfstandig;;;;;1.223,49;800,32;;;;;;;;Huurder
225714;Tesselschadestraat;15;;C;8913HA;LEEUWARDEN;"Tesselschadestraat 15 C, 8913HA LEEUWARDEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";23-07-21;Zelfstandig;;;;;1.469,00;1.053,11;;;;;;;;Huurder
165028;Slotermeerlaan;1;;-E104;1064GX;AMSTERDAM;"Slotermeerlaan 1 -E104, 1064GX AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";12-07-21;Zelfstandig;;;;;2.672,59;1.809,29;2.364,06;1.508,75;;;;;;Huurder
162129;Slotermeerlaan;1;;-A409;1064GX;AMSTERDAM;"Slotermeerlaan 1 -A409, 1064GX AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";02-07-21;Zelfstandig;;;;;1.965,56;1.785,74;1.824,95;1.508,75;;;;;;Huurder
165312;Slotermeerlaan;1;;F305;1064GX;AMSTERDAM;"Slotermeerlaan 1 F305, 1064GX AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";12-07-21;Zelfstandig;;;;;2.087,74;1.812,28;2.504,37;1.508,75;;;;;;Huurder
165131;Slotermeerlaan;1;;"E 201 G";1064GX;AMSTERDAM;"Slotermeerlaan 1 E 201 G, 1064GX AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";05-07-21;Zelfstandig;;;;;1.423,13;868,41;;;;;;;;Huurder
162202;Slotermeerlaan;1;;-A410;1064GX;AMSTERDAM;"Slotermeerlaan 1 -A410, 1064GX AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";02-07-21;Zelfstandig;;;;;1.929,37;1.812,28;2.234,90;1.508,75;;;;;;Huurder
55358;Slotermeerlaan;1;;F104;1064GX;AMSTERDAM;"Slotermeerlaan 1 F104, 1064GX AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";01-07-21;Zelfstandig;;;;;2.100,76;2.072,81;;;;;;;;Huurder
63730;"Tobias M.C. Asserstraat";9;;HS;1063NB;AMSTERDAM;"Tobias M.C. Asserstraat 9 HS, 1063NB AMSTERDAM";;"Klacht over een gedraging van de verhuurder (art. 4.5 UHW)";"Niet gegrond";"De wederpartij wordt in het gelijk gesteld";17-07-21;Zelfstandig;;;;;;;;;;;;;;Huurder
104455;Boezemweg;183;;C;3031BH;ROTTERDAM;"Boezemweg 183 C, 3031BH ROTTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";18-07-21;Zelfstandig;;;;;357,48;554,95;;;;;;;;Huurder
164771;Slotermeerlaan;1;;B502;1068GX;AMSTERDAM;"Slotermeerlaan 1 B502, 1068GX AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";09-07-21;Zelfstandig;;;;;1.794,82;1.627,22;1.775,49;1.508,75;;;;;;Huurder
195237;Oudegracht;47;;;3511AC;UTRECHT;"Oudegracht 47, 3511AC UTRECHT";"2e AZ";"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";06-07-21;Onzelfstandig;;;;;975,00;471,46;;;;;;;;Huurder
165033;Rijswijkstraat;175;;"B 2";1062EV;AMSTERDAM;"Rijswijkstraat 175 B 2, 1062EV AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";09-07-21;Zelfstandig;;;;;2.078,62;1.599,44;;;;;;;;Huurder
164834;Rijswijkstraat;175;;"D 14";1062EV;AMSTERDAM;"Rijswijkstraat 175 D 14, 1062EV AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";09-07-21;Zelfstandig;;;;;658,87;514,58;;;;;;;;Huurder
144044;"Maarten Harpertszoon Trompstraat";28;;2;1056JB;AMSTERDAM;"Maarten Harpertszoon Trompstraat 28 2, 1056JB AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";16-07-21;Zelfstandig;747,89;;;;;;;;;;;;;Huurder
225777;Tesselschadestraat;13;;D;8913HA;LEEUWARDEN;"Tesselschadestraat 13 D, 8913HA LEEUWARDEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";23-07-21;Zelfstandig;;;;;1.502,60;1.053,11;;;;;;;;Huurder
225771;Tesselschadestraat;15;;P;8913HA;LEEUWARDEN;"Tesselschadestraat 15 P, 8913HA LEEUWARDEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";23-07-21;Zelfstandig;;;;;1.761,73;1.053,11;;;;;;;;Huurder
