Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";;"Punten woonruimte";Verzoeker
80846;"Van Foreestweg";71;;;2614CD;DELFT;"Van Foreestweg 71, 2614CD DELFT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";24-03-20;Zelfstandig;750,00;609,29;;;;;;;;;;;123;Huurder
73801;"Laan van Ouderzorg";239;;;2352HP;LEIDERDORP;"Laan van Ouderzorg 239, 2352HP LEIDERDORP";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";19-03-20;Zelfstandig;730,22;726,58;;;;;;;;;;;143;Huurder
25957;"Muldershof ";10;;;5961TJ;HORST;"Muldershof 10, 5961TJ HORST";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";18-03-20;Zelfstandig;;;;;340,00;340,00;;;;;;;;Huurder
73587;Dracht;28;;;8442BR;HEERENVEEN;"Dracht 28, 8442BR HEERENVEEN";10;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";20-03-20;Onzelfstandig;550,00;302,50;;;;;;;;;;;206;Huurder
69614;Kapoenstraat;8;;A3;6211KW;MAASTRICHT;"Kapoenstraat 8 A3, 6211KW MAASTRICHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";20-03-20;Zelfstandig;637,49;637,49;;;;;;;;;;;;Huurder
69493;"Coopmansstraat ";12;;B;8921ST;LEEUWARDEN;"Coopmansstraat 12 B, 8921ST LEEUWARDEN";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";20-03-20;Zelfstandig;523,40;378,41;;;;;;;;;;;79;Huurder
61593;Mariabad;232;;;6411MH;HEERLEN;"Mariabad 232, 6411MH HEERLEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";Gegrond;"De wederpartij wordt in het gelijk gesteld";17-03-20;Zelfstandig;519,91;519,91;;;;;;;;;;;;Huurder
60866;Zomerdijk;17;;9;7942JS;MEPPEL;"Zomerdijk 17 9, 7942JS MEPPEL";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Er is een all in prijs";"De verzoeker wordt in het gelijk gesteld";17-03-20;Onzelfstandig;420,00;92,40;;;;;;;;;;;;Huurder
13097;"Oude Torenstraat";37;;;5623PG;EINDHOVEN;"Oude Torenstraat 37, 5623PG EINDHOVEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";30-03-20;Zelfstandig;;;;;588,00;218,07;;;;;;;;Huurder
68100;Krugerstraat;66;;"Bis - Studio 1";3531AS;UTRECHT;"Krugerstraat 66 Bis - Studio 1, 3531AS UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";01-04-20;Zelfstandig;850,00;850,00;;;;;;;;;;;;Huurder
44274;Planetenlaan;182;;;9742JE;GRONINGEN;"Planetenlaan 182, 9742JE GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";06-04-20;Zelfstandig;;;;;4.692,00;2.559,68;4.692,00;2.082,92;;;;;;Huurder
35689;"Bos en Lommerplantsoen";93;;N;1055AA;AMSTERDAM;"Bos en Lommerplantsoen 93 N, 1055AA AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";25-03-20;Zelfstandig;;;;;1.925,00;230,31;1.925,00;405,48;;;;;;Huurder
35547;Aweg;5;;C;9718CS;GRONINGEN;"Aweg 5 C, 9718CS GRONINGEN";"- 310";"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";25-03-20;Onzelfstandig;;;;;2.280,00;1.112,55;;;;;;;;Huurder
36200;"Jachtlaan ";124;;;7313ED;APELDOORN;"Jachtlaan 124, 7313ED APELDOORN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";25-03-20;Zelfstandig;;;;;2.160,00;1.908,21;2.160,00;1.858,33;;;;;;Huurder
42183;Wolweverstraat;10;;A;8011NW;ZWOLLE;"Wolweverstraat 10 A, 8011NW ZWOLLE";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";18-03-20;Zelfstandig;;;;;1.046,25;444,10;1.620,00;434,45;;;;;;Huurder
34631;"Kleine Kerkstraat ";14;;A;5911GK;VENLO;"Kleine Kerkstraat 14 A, 5911GK VENLO";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";18-03-20;Zelfstandig;670,00;670,00;;;;;;;;;;;;Huurder
30607;"Niek Engelschmanlaan";129;;;6532CR;NIJMEGEN;"Niek Engelschmanlaan 129, 6532CR NIJMEGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";18-03-20;Zelfstandig;;;;;930,75;930,75;;;;;;;;Huurder
36959;Fultonstraat;241;;;2562XG;"DEN HAAG";"Fultonstraat 241, 2562XG DEN HAAG";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";25-03-20;Zelfstandig;;;;;1.680,00;75,00;;;;;;;;Huurder
36553;"Professor Enno Dirk Wiersmastraat";3;;;9713GH;GRONINGEN;"Professor Enno Dirk Wiersmastraat 3, 9713GH GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De wederpartij wordt in het gelijk gesteld";25-03-20;Zelfstandig;;;;;681,95;691,20;;;;;;;;Huurder
73724;"Tweede Drift Spilsluizen";5;;;9712GV;GRONINGEN;"Tweede Drift Spilsluizen 5, 9712GV GRONINGEN";"KM C LKS VZ";"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";25-03-20;Onzelfstandig;322,50;268,43;;;;;;;;;;;129;Huurder
67220;Narcissenstraat;109;;A;3073CM;ROTTERDAM;"Narcissenstraat 109 A, 3073CM ROTTERDAM";A3;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";02-03-20;Onzelfstandig;450,00;303,78;;;;;;;;;;;146;Huurder
51218;Rhododendronstraat;17;;;2563SV;"DEN HAAG";"Rhododendronstraat 17, 2563SV DEN HAAG";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";21-02-20;Zelfstandig;724,20;509,40;;;;;;;;;;;104;Huurder
49610;"Jan van Foreeststraat";306;;;3521TX;UTRECHT;"Jan van Foreeststraat 306, 3521TX UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";24-02-20;Zelfstandig;685,00;724,98;;;;;;;;;;;146;Huurder
73725;"Tweede Drift Spilsluizen";5;;;9712GV;GRONINGEN;"Tweede Drift Spilsluizen 5, 9712GV GRONINGEN";"KM D ET 1 LKS AT";"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";25-03-20;Onzelfstandig;280,00;228,91;;;;;;;;;;;110;Huurder
73842;"Tweede Drift Spilsluizen";5;;;9712GV;GRONINGEN;"Tweede Drift Spilsluizen 5, 9712GV GRONINGEN";"KM G ET 2 VZ";"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";25-03-20;Onzelfstandig;246,48;156,11;;;;;;;;;;;75;Huurder
73846;"Tweede Drift Spilsluizen";5;;;9712GV;GRONINGEN;"Tweede Drift Spilsluizen 5, 9712GV GRONINGEN";"KM H ET 2 LKS";"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";25-03-20;Onzelfstandig;310,00;181,06;;;;;;;;;;;87;Huurder
53141;"Het Toplicht";3;;;8251DJ;DRONTEN;"Het Toplicht 3, 8251DJ DRONTEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";18-03-20;Zelfstandig;;;;;;;;;;;;;;Huurder
75714;"Tweede Drift Spilsluizen";5;;;9712GV;GRONINGEN;"Tweede Drift Spilsluizen 5, 9712GV GRONINGEN";"KM B BG";"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";25-03-20;Onzelfstandig;252,00;216,40;;;;;;;;;;;93;Huurder
50123;"Europaplein ";788;;;3526WR;UTRECHT;"Europaplein 788, 3526WR UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";19-03-20;Zelfstandig;640,82;577,74;;;;;;;;;;;117;Huurder
56871;Gildemeestersplein;78;;;6826LM;ARNHEM;"Gildemeestersplein 78, 6826LM ARNHEM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";17-03-20;Zelfstandig;;;;;971,14;117,30;;;;;;;;Huurder
55414;Parkweg;98;;K;6511BK;NIJMEGEN;"Parkweg 98 K, 6511BK NIJMEGEN";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";18-03-20;Zelfstandig;795,00;795,00;;;;;;;;;;;148;Huurder
76755;"Professor Enno Dirk Wiersmastraat";3;;22;9713GH;GRONINGEN;"Professor Enno Dirk Wiersmastraat 3 22, 9713GH GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De wederpartij wordt in het gelijk gesteld";18-03-20;Zelfstandig;;;;;845,69;766,23;;;;;;;;Huurder
72105;Berliozstraat;17;;;5384BR;HEESCH;"Berliozstraat 17, 5384BR HEESCH";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";Intrekking;"De wederpartij wordt in het gelijk gesteld";18-03-20;Zelfstandig;;;;;;;;;;;;;;Huurder
71852;"Veldmaarschalk Montgomerylaan";581;;;5612BN;EINDHOVEN;"Veldmaarschalk Montgomerylaan 581, 5612BN EINDHOVEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";18-03-20;Zelfstandig;627,39;627,39;;;;;;;;;;;;Huurder
28174;"Fokke Simonszstraat";44;;A;1017TJ;AMSTERDAM;"Fokke Simonszstraat 44 A, 1017TJ AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";19-03-20;Zelfstandig;;;;;1.515,00;814,35;;;;;;;;Huurder
68380;"Ina Boudier-Bakkerlaan";14;;J;3582VA;UTRECHT;"Ina Boudier-Bakkerlaan 14 J, 3582VA UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";23-03-20;Zelfstandig;895,00;646,10;;;;;;;;;;;130;Huurder
57200;Hartingstraat;16;;A;3511HV;UTRECHT;"Hartingstraat 16 A, 3511HV UTRECHT";"KM 1";"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";17-03-20;Onzelfstandig;;;;;2.460,00;;2.460,00;;;;;;;Huurder
55411;"Johan Wagenaarkade ";90;;;3533TN;UTRECHT;"Johan Wagenaarkade 90, 3533TN UTRECHT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";17-03-20;Zelfstandig;445,22;356,18;;;;;;;;;;;;Huurder
49343;Damstraat;30;;bis;3531BV;UTRECHT;"Damstraat 30 bis, 3531BV UTRECHT";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";17-03-20;Zelfstandig;;;;;2.560,00;467,48;;;;;;;;Huurder
74250;Beakendyk;14;;;9247WN;OPSTERLAND;"Beakendyk 14, 9247WN OPSTERLAND";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";20-03-20;Zelfstandig;;;;;;;;;;;;;;Huurder
81825;Azaleastraat;17;;I;1032BT;AMSTERDAM;"Azaleastraat 17 I, 1032BT AMSTERDAM";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";17-03-20;Onzelfstandig;670,00;344,92;;;;;;;;;;;163;Huurder
23095;Stadhoudersweg;112;;C-II;3039CL;ROTTERDAM;"Stadhoudersweg 112 C-II, 3039CL ROTTERDAM";;"Melding herstel van gebreken (art. 4.3 UHW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";13-03-20;Zelfstandig;168,20;374,36;;;;;;;;;;;;Verhuurder
65971;Rozenmarijnstraat;18;;;4811LV;BREDA;"Rozenmarijnstraat 18, 4811LV BREDA";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";16-03-20;Zelfstandig;;;;;;;;;;;;;;Huurder
60956;Stobbenveen;40;;;5102GB;DONGEN;"Stobbenveen 40, 5102GB DONGEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";16-03-20;Zelfstandig;;;;;;;;;;;;;;Huurder
56012;Rijnzichtlaan;30;;;3981BT;BUNNIK;"Rijnzichtlaan 30, 3981BT BUNNIK";4;"Splitsen all-in huurprijs (art. 7:258 BW)";"Er is een all in prijs";"De verzoeker wordt in het gelijk gesteld";06-02-20;Onzelfstandig;300,00;165,00;;;;75,00;;;;;;;;Huurder
59991;"De Kupstraat";96;;;1222CK;HILVERSUM;"De Kupstraat 96, 1222CK HILVERSUM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";26-02-20;Zelfstandig;719,21;719,21;;;;;;;;;;;;Huurder
75719;"Tweede Drift Spilsluizen";5;;;9712GV;GRONINGEN;"Tweede Drift Spilsluizen 5, 9712GV GRONINGEN";"KM E ET 1";"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";25-03-20;Onzelfstandig;279,20;193,53;;;;;;;;;;;88;Huurder
46720;"Jan van Foreeststraat";328;;;3521TX;UTRECHT;"Jan van Foreeststraat 328, 3521TX UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";24-02-20;Zelfstandig;762,41;767,02;;;;;;;;;;;152;Huurder
24723;"Dr. C. Hofstede de Grootkade";11;;94;9718KA;GRONINGEN;"Dr. C. Hofstede de Grootkade 11 94, 9718KA GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";06-04-20;Zelfstandig;;;;;2.205,00;1.390,88;;;;;;;;Huurder
55753;Looierstraat;11;;BIS;3582AP;UTRECHT;"Looierstraat 11 BIS, 3582AP UTRECHT";"KM 1V";"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";09-03-20;Onzelfstandig;530,00;241,38;;;;;;;;;;;116;Huurder
41159;"Jan van Foreeststraat";170;;;3521TX;UTRECHT;"Jan van Foreeststraat 170, 3521TX UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";24-02-20;Zelfstandig;762,41;766,80;;;;;;;;;;;155;Huurder
72426;"Generaal Cronjéstraat";101;;F;2021JD;HAARLEM;"Generaal Cronjéstraat 101 F, 2021JD HAARLEM";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";16-03-20;Zelfstandig;730,00;414,76;;;;;;;;;;;86;Huurder
26201;Bomansplaats;78;;;5611NT;EINDHOVEN;"Bomansplaats 78, 5611NT EINDHOVEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";19-03-20;Zelfstandig;;;;;2.581,68;1.703,92;;;;;;;;Huurder
69231;Bernhardstraat;16;;;4532AT;TERNEUZEN;"Bernhardstraat 16, 4532AT TERNEUZEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";19-03-20;Zelfstandig;563,75;338,25;;;;;;;;;;;;Huurder
66507;Dahliastraat;42;;BG;8922CX;LEEUWARDEN;"Dahliastraat 42 BG, 8922CX LEEUWARDEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";19-03-20;Zelfstandig;;;;;;;;;;;;;;Huurder
83576;Smidsweg;13;;;3852XA;ERMELO;"Smidsweg 13, 3852XA ERMELO";;"Klacht over een gedraging van de verhuurder (art. 4.5 UHW)";"Niet gegrond";"De wederpartij wordt in het gelijk gesteld";25-03-20;Zelfstandig;356,90;356,90;;;;;;;;;;;;Huurder
68389;Vondelkade;59;;;8023AD;ZWOLLE;"Vondelkade 59, 8023AD ZWOLLE";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";17-03-20;Zelfstandig;;;;;;;;;;;;;;Huurder
34629;"Jan van Foreeststraat ";344;;;3521TX;UTRECHT;"Jan van Foreeststraat 344, 3521TX UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";24-02-20;Zelfstandig;721,75;746,06;;;;;;;;;;;151;Huurder
39152;"Jan van Foreeststraat";154;;;3521TX;UTRECHT;"Jan van Foreeststraat 154, 3521TX UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";24-02-20;Zelfstandig;762,41;766,80;;;;;;;;;;;155;Huurder
46722;"Jan van Foreeststraat";54;;;3521TX;UTRECHT;"Jan van Foreeststraat 54, 3521TX UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";24-02-20;Zelfstandig;762,41;761,76;;;;;;;;;;;152;Huurder
66125;Croeselaan;188;;;3521CJ;UTRECHT;"Croeselaan 188, 3521CJ UTRECHT";"KM 1";"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";21-02-20;Onzelfstandig;340,00;237,20;;;;;;;;;;;114;Huurder
66119;Rolklaver;45;;;7422RD;DEVENTER;"Rolklaver 45, 7422RD DEVENTER";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";24-02-20;Zelfstandig;;;;;;;;;;;;;;Huurder
56014;Rijnzichtlaan;30;;;3981BT;BUNNIK;"Rijnzichtlaan 30, 3981BT BUNNIK";1;"Splitsen all-in huurprijs (art. 7:258 BW)";"Er is een all in prijs";"De verzoeker wordt in het gelijk gesteld";06-02-20;Onzelfstandig;320,00;176,00;;;;80,00;;;;;;;;Huurder
78337;Folkerdastraat;9;;;9781AX;BEDUM;"Folkerdastraat 9, 9781AX BEDUM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";26-02-20;Zelfstandig;398,86;159,54;;;;;;;;;;;;Huurder
41176;"Jan van Foreeststraat";420;;;3521TX;UTRECHT;"Jan van Foreeststraat 420, 3521TX UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";24-02-20;Zelfstandig;1.275,00;901,63;;;;;;;;;;;181;Huurder
56018;Rijnzichtlaan;30;;;3981BT;BUNNIK;"Rijnzichtlaan 30, 3981BT BUNNIK";6;"Splitsen all-in huurprijs (art. 7:258 BW)";"Er is een all in prijs";"De verzoeker wordt in het gelijk gesteld";06-02-20;Onzelfstandig;300,00;165,00;;;;75,00;;;;;;;;Huurder
59326;Taagdreef;17;;;3561VH;UTRECHT;"Taagdreef 17, 3561VH UTRECHT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";Intrekking;"De wederpartij wordt in het gelijk gesteld";09-03-20;Zelfstandig;419,00;419,00;;;;;;;;;;;;Huurder
34663;"Jan van Foreeststraat";192;;;3521TX;UTRECHT;"Jan van Foreeststraat 192, 3521TX UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";24-02-20;Zelfstandig;762,41;787,56;;;;;;;;;;;159;Huurder
41344;Kuipersdijk;88;;C;7512CK;ENSCHEDE;"Kuipersdijk 88 C, 7512CK ENSCHEDE";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";17-02-20;Zelfstandig;;;;;550,00;190,04;;;;;;;;Huurder
44844;"T.ht Kuiper Rietbergstraat";23;;;3132NE;VLAARDINGEN;"T.ht Kuiper Rietbergstraat 23, 3132NE VLAARDINGEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";Gegrond;"De verzoeker wordt in het gelijk gesteld";17-02-20;Zelfstandig;390,48;351,43;;;;;;;;;;;;Huurder
44704;"Mr. Abbink Spainkstraat";35;;;3401ZG;IJSSELSTEIN;"Mr. Abbink Spainkstraat 35, 3401ZG IJSSELSTEIN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";26-02-20;Zelfstandig;529,84;529,84;;;;;;;;;;;;Huurder
41183;"Jan van Foreeststraat";292;;;3521TX;UTRECHT;"Jan van Foreeststraat 292, 3521TX UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";24-02-20;Zelfstandig;721,75;735,70;;;;;;;;;;;149;Huurder
46509;Madelief;62;;;1422NR;UITHOORN;"Madelief 62, 1422NR UITHOORN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";06-02-20;Zelfstandig;522,03;;;;;;;;;;;;;Huurder
34791;"Jan van Foreeststraat";360;;;3521TX;UTRECHT;"Jan van Foreeststraat 360, 3521TX UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";24-02-20;Zelfstandig;762,41;766,80;;;;;;;;;;;155;Huurder
34693;"Jan van Foreeststraat";388;;;3521TX;UTRECHT;"Jan van Foreeststraat 388, 3521TX UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";24-02-20;Zelfstandig;721,75;746,06;;;;;;;;;;;151;Huurder
30141;Honthorstlaan;246;;;1816TJ;ALKMAAR;"Honthorstlaan 246, 1816TJ ALKMAAR";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";06-02-20;Zelfstandig;;;;;1.704,00;765,31;1.704,00;756,75;;;;;;Huurder
64323;"Lage der A";3;;H;9718BJ;GRONINGEN;"Lage der A 3 H, 9718BJ GRONINGEN";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";27-02-20;Zelfstandig;1.180,00;1.180,00;;;;;;;;;;;133;Huurder
41186;"Jan van Foreeststraat";158;;;3521TX;UTRECHT;"Jan van Foreeststraat 158, 3521TX UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";24-02-20;Zelfstandig;762,41;766,80;;;;;;;;;;;155;Huurder
37971;"Dr. C. Hofstede de Grootkade";13;;"- 38";9718KA;GRONINGEN;"Dr. C. Hofstede de Grootkade 13 - 38, 9718KA GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";06-04-20;Zelfstandig;;;;;1.869,28;1.786,43;3.780,00;2.456,71;;;;;;Huurder
26637;Hoogstraat;183;;B;5615PD;EINDHOVEN;"Hoogstraat 183 B, 5615PD EINDHOVEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";24-03-20;Zelfstandig;;;;;;610,47;;;;;;;;Huurder
76158;Papaverstraat;32;;;8922CH;LEEUWARDEN;"Papaverstraat 32, 8922CH LEEUWARDEN";;"Klacht over een gedraging van de verhuurder (art. 4.5 UHW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";28-02-20;Zelfstandig;;;;;;;;;;;;;;Huurder
61259;"Korenlaan ";20;;;9991BV;MIDDELSTUM;"Korenlaan 20, 9991BV MIDDELSTUM";;"UHW Geschillen (art. 4.5)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";28-02-20;Zelfstandig;;;;;;;;;;;;;;Huurder
64687;Olivierplaats;58;;;3813JD;AMERSFOORT;"Olivierplaats 58, 3813JD AMERSFOORT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";17-03-20;Zelfstandig;549,96;219,98;;;;;;;;;;;;Huurder
