Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";;"Punten woonruimte";Verzoeker
215;Boterdiep;86;;1;9712LS;GRONINGEN;"Boterdiep 86 1, 9712LS GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";22-03-18;Zelfstandig;;;;;3750;1648,37;;;;;;;;Huurder
5032;Texelsestraat;38;;C;3083PX;ROTTERDAM;"Texelsestraat 38 C, 3083PX ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";08-03-18;Zelfstandig;467,07;467,07;;;;;;;;;;;;Huurder
5855;"Burgemeester van Oppenstraat";101;;;6224ER;MAASTRICHT;"Burgemeester van Oppenstraat 101, 6224ER MAASTRICHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Er is een all in prijs";"De verzoeker wordt in het gelijk gesteld";27-03-18;Onzelfstandig;400;220;;;;;;;;;;;;Huurder
709;"Sint Stephanusstraat";3;;;6512HM;NIJMEGEN;"Sint Stephanusstraat 3, 6512HM NIJMEGEN";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Er is een all in prijs";"De verzoeker wordt in het gelijk gesteld";26-02-18;Onzelfstandig;350;106,42;;;;;;;;;;;;Huurder
1738;Kortenaerstraat;1;;;6045XR;ROERMOND;"Kortenaerstraat 1, 6045XR ROERMOND";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";14-03-18;Zelfstandig;528;528;;;;;;;;;;;;Huurder
5363;"Kleine Kruisstraat";14;;;9712TW;GRONINGEN;"Kleine Kruisstraat 14, 9712TW GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";22-03-18;Onzelfstandig;;;;;800;265,52;;;;;;;;Huurder
1206;"Amsterdamse straatweg";49;;;3513AA;UTRECHT;"Amsterdamse straatweg 49, 3513AA UTRECHT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";21-03-18;Onzelfstandig;305;190,85;;;;;;;;;;;;Huurder
136;Leliestraat;44;;;6041GZ;ROERMOND;"Leliestraat 44, 6041GZ ROERMOND";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";15-03-18;Zelfstandig;;;;;772,69;375,85;;;;;;;;Huurder
3700;Goudsbloemstraat;90;;3;1015JS;AMSTERDAM;"Goudsbloemstraat 90 3, 1015JS AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";09-03-18;Zelfstandig;410,54;164,22;;;;;;;;;;;;Huurder
810;Zegwaardstraat;13;;B;3035TM;ROTTERDAM;"Zegwaardstraat 13 B, 3035TM ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";12-03-18;Zelfstandig;186,59;186,59;;;;;;;;;;;;Huurder
548;"De Held";129;;;9745DH;GRONINGEN;"De Held 129, 9745DH GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";30-03-18;Zelfstandig;;;;;1200;545,84;;;;;;;;Huurder
1019;Orionstraat;79;;;1033ET;AMSTERDAM;"Orionstraat 79, 1033ET AMSTERDAM";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";20-03-18;Zelfstandig;592,55;592,55;;;;;;;;;;;;Huurder
1842;Zieken;23;;B;2515SB;"DEN HAAG";"Zieken 23 B, 2515SB DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";20-03-18;Zelfstandig;764,12;764,12;;;;;;;;;;;;Huurder
287;Hardewikerstraat;13;;A;9712GR;GRONINGEN;"Hardewikerstraat 13 A, 9712GR GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";27-02-18;Onzelfstandig;;;;;0;386,47;;;;;;;;Huurder
4810;"Eerste jacob van campenstraat";17;;HR;1072BB;AMSTERDAM;"Eerste jacob van campenstraat 17 HR, 1072BB AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";09-03-18;Zelfstandig;293,94;235,15;;;;;;;;;;;;Huurder
5856;"Burgemeester van Oppenstraat";101;;;6224ER;MAASTRICHT;"Burgemeester van Oppenstraat 101, 6224ER MAASTRICHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Er is een all in prijs";"De verzoeker wordt in het gelijk gesteld";27-03-18;Onzelfstandig;450;148,5;;;;;;;;;;;;Huurder
4755;Weteringkade;58;;E;2515AR;'S-GRAVENHAGE;"Weteringkade 58 E, 2515AR 'S-GRAVENHAGE";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";22-03-18;Zelfstandig;385;154;;;;;;;;;;;;Huurder
575;"VAN OLDENBARNEVELTSTRAAT";98;;;3012GV;ROTTERDAM;"VAN OLDENBARNEVELTSTRAAT 98, 3012GV ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";13-03-18;Zelfstandig;715,03;715,03;;;;;;;;;;;;Huurder
132;Ganzevoortsingel;18;;;9711AM;GRONINGEN;"Ganzevoortsingel 18, 9711AM GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";22-03-18;Onzelfstandig;;;;;345;238,34;;;;;;;;Huurder
1505;Oosterhesselenstraat;331;;;2545sw;"DEN HAAG";"Oosterhesselenstraat 331, 2545sw DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";29-03-18;Zelfstandig;784,9;470,94;;;;;;;;;;;;Huurder
2300;Diamant;44;;;3643AK;MIJDRECHT;"Diamant 44, 3643AK MIJDRECHT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";15-03-18;Zelfstandig;628,99;628,99;;;;;;;;;;;;Huurder
2861;"Amsterdamse straatweg";269;;bis;3551CE;UTRECHT;"Amsterdamse straatweg 269 bis, 3551CE UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";07-03-18;Onzelfstandig;345;69,8;;;;;;;;;;;;Huurder
6570;Vechtplantsoen;258;;;3555XE;UTRECHT;"Vechtplantsoen 258, 3555XE UTRECHT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";07-03-18;Zelfstandig;697,3;697,3;;;;;;;;;;;;Huurder
856;Zamenhofdreef;77;;;3562JV;UTRECHT;"Zamenhofdreef 77, 3562JV UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";02-03-18;Onzelfstandig;550;428,86;;;;;;;;;;;;Huurder
865;Zamenhofdreef;77;;;3562JV;UTRECHT;"Zamenhofdreef 77, 3562JV UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";02-03-18;Onzelfstandig;315;221,66;;;;;;;;;;;;Huurder
430;"Herman Colleniusstraat";25;;A;9718KS;GRONINGEN;"Herman Colleniusstraat 25 A, 9718KS GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";30-03-18;Onzelfstandig;;;;;1380;521,94;;;;;;;;Huurder
6086;"Da Costastraat";6;;;3131GC;VLAARDINGEN;"Da Costastraat 6, 3131GC VLAARDINGEN";;"Melding herstel van gebreken (art. 4.3 UHW)";"Gebreken deels verholpen of niet verholpen";"De wederpartij wordt in het gelijk gesteld";13-03-18;;685,09;274,04;;;;;;;;;;;;Verhuurder
2921;"Hugo de Grootkade";34;;3;1052LT;AMSTERDAM;"Hugo de Grootkade 34 3, 1052LT AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";08-03-18;Zelfstandig;491,9;491,9;;;;;;;;;;;;Huurder
413;Oosterhavenstraat;4;;;9711SC;GRONINGEN;"Oosterhavenstraat 4, 9711SC GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";23-03-18;Zelfstandig;;;;;875;330,44;;;;;;;;Huurder
679;"Sint Stephanusstraat";1;;;6512HM;NIJMEGEN;"Sint Stephanusstraat 1, 6512HM NIJMEGEN";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";26-02-18;Onzelfstandig;391,5;210,73;;;;;;;;;;;;Huurder
1484;Valkenboskade;30;;;2563GT;"DEN HAAG";"Valkenboskade 30, 2563GT DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";02-03-18;Onzelfstandig;525,49;210,2;;;;;;;;;;;;Huurder
2210;Kraaijenberg;7323;;;6601SG;WIJCHEN;"Kraaijenberg 7323, 6601SG WIJCHEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";19-03-18;Zelfstandig;687;687;;;;;;;;;;;;Huurder
1069;Lindenstraat;95;;C;1015KW;AMSTERDAM;"Lindenstraat 95 C, 1015KW AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";30-03-18;Zelfstandig;;;;;276,88;276,88;;;;;;;;Huurder
146;Daltonstraat;62;;;2561SV;"DEN HAAG";"Daltonstraat 62, 2561SV DEN HAAG";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";26-02-18;Zelfstandig;;;;;2020,81;706,72;;;;;;;;Huurder
5152;"Straat Soenda";63;;;9642AM;VEENDAM;"Straat Soenda 63, 9642AM VEENDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";16-03-18;Zelfstandig;626,73;626,73;;;;;;;;;;;;Huurder
650;"Sint Stephanusstraat";3;;b;6512HM;NIJMEGEN;"Sint Stephanusstraat 3 b, 6512HM NIJMEGEN";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Er is een all in prijs";"De verzoeker wordt in het gelijk gesteld";26-02-18;Onzelfstandig;425;233,75;;;;;;;;;;;;Huurder
1309;Wiekslag;242;;;3815GS;AMERSFOORT;"Wiekslag 242, 3815GS AMERSFOORT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";16-03-18;Zelfstandig;563;225,2;;;;;;;;;;;;Huurder
3303;"Anna Blamanplein";55;;;2525ZV;"DEN HAAG";"Anna Blamanplein 55, 2525ZV DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Gebreken deels verholpen of niet verholpen";"De verzoeker wordt in het gelijk gesteld";22-03-18;Zelfstandig;608,96;365,38;;;;;;;;;;;;Huurder
257;Enkstraat;75;;a;8012VA;ZWOLLE;"Enkstraat 75 a, 8012VA ZWOLLE";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";07-03-18;Onzelfstandig;;;;;433,08;330,57;;;;;;;;Huurder
6121;Wijckergrachtstraat;16;;A;6221CW;MAASTRICHT;"Wijckergrachtstraat 16 A, 6221CW MAASTRICHT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";26-03-18;Onzelfstandig;235,75;212,18;;;;;;;;;;;;Huurder
4880;Antheunisstraat;197;;;2522ZC;"DEN HAAG";"Antheunisstraat 197, 2522ZC DEN HAAG";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";16-03-18;Zelfstandig;662,25;445,32;;;;;;;;;;;;Huurder
5084;Gringelstraat;3;;A;6412AK;HEERLEN;"Gringelstraat 3 A, 6412AK HEERLEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";16-03-18;Zelfstandig;384,8;384,8;;;;;;;;;;;;Huurder
4398;Marnixstraat;321;;-2;1016TB;AMSTERDAM;"Marnixstraat 321 -2, 1016TB AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";01-03-18;Zelfstandig;340,32;340,32;;;;;;;;;;;;Huurder
4674;Adelaarsweg;44;;;1021BR;AMSTERDAM;"Adelaarsweg 44, 1021BR AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";01-03-18;Zelfstandig;455,14;364,11;;;;;;;;;;;;Huurder
7003;Dintelstraat;49;;;1784GG;"DEN HELDER";"Dintelstraat 49, 1784GG DEN HELDER";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";15-03-18;Zelfstandig;;;;;871,29;731,59;;;;;;;;Huurder
5344;Potgieterstraat;42;;Bis-03V;3532VS;UTRECHT;"Potgieterstraat 42 Bis-03V, 3532VS UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";02-03-18;Zelfstandig;800;273,99;;;;;;;;;;;;Huurder
381;Staringstraat;7;;M;1054VM;AMSTERDAM;"Staringstraat 7 M, 1054VM AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";01-03-18;Onzelfstandig;;;;;375;0;;;;;;;;Huurder
340;Singel;320;;"- 2v";1016AE;AMSTERDAM;"Singel 320 - 2v, 1016AE AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";08-03-18;Zelfstandig;;;;;287,5;295,32;;;;;;;;Huurder
5062;Grasbroekerweg;17;;;6412BA;HEERLEN;"Grasbroekerweg 17, 6412BA HEERLEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";26-03-18;Zelfstandig;409,92;81,98;;;;;;;;;;;;Huurder
820;Halleystraat;49;;;2563EM;"DEN HAAG";"Halleystraat 49, 2563EM DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";12-03-18;Zelfstandig;709,32;212,8;;;;;;;;;;;;Huurder
640;Laurierstraat;63;;;2563SC;"DEN HAAG";"Laurierstraat 63, 2563SC DEN HAAG";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";21-03-18;Zelfstandig;700;506;;;;;;;;;;;;Huurder
6027;"Alexander Battalaan";13;;;6221CA;MAASTRICHT;"Alexander Battalaan 13, 6221CA MAASTRICHT";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";15-03-18;Zelfstandig;;;;;1880;402,88;;;;;;;;Huurder
2408;Stadhoudersweg;7;;C;3038EB;ROTTERDAM;"Stadhoudersweg 7 C, 3038EB ROTTERDAM";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";08-03-18;Onzelfstandig;500;274,98;;;;;;;;;;;;Huurder
105;Korreweg;31;;;9714AB;GRONINGEN;"Korreweg 31, 9714AB GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";12-03-18;Onzelfstandig;;;;;960;788,04;;;;;;;;Huurder
874;Dorpsstraat;27;;I;6097AL;HEEL;"Dorpsstraat 27 I, 6097AL HEEL";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";16-03-18;Zelfstandig;512,65;512,65;;;;;;;;;;;;Huurder
198;Vechtstraat;57;;1;1078RJ;AMSTERDAM;"Vechtstraat 57 1, 1078RJ AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-03-18;Zelfstandig;;;;;160,72;89,87;;;;;;;;Huurder
6043;"Jozef Israelsstraat";38;;A;9718GL;GRONINGEN;"Jozef Israelsstraat 38 A, 9718GL GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";19-03-18;Onzelfstandig;;;;;400;173,12;;;;;;;;Huurder
2983;Leeuwerik;3;;;9561CE;"TER APEL";"Leeuwerik 3, 9561CE TER APEL";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";30-03-18;Zelfstandig;534,63;320,78;;;;;;;;;;;;Huurder
226;"Herman Colleniusstraat";25;;A;9718KS;GRONINGEN;"Herman Colleniusstraat 25 A, 9718KS GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";30-03-18;Onzelfstandig;;;;;1380;641,98;;;;;;;;Huurder
1073;Lindenstraat;95;;A;1015KW;AMSTERDAM;"Lindenstraat 95 A, 1015KW AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";30-03-18;Zelfstandig;;;;;276,88;276,88;;;;;;;;Huurder
373;Bloemgracht;74;;A;1015TL;AMSTERDAM;"Bloemgracht 74 A, 1015TL AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-03-18;Zelfstandig;;;;;403,95;170,91;;;;;;;;Huurder
1691;Theemsstraat;41;;;2014RV;HAARLEM;"Theemsstraat 41, 2014RV HAARLEM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";15-03-18;Zelfstandig;518,57;518,57;;;;;;;;;;;;Huurder
543;Lijnbaan;9;;;3311RK;DORDRECHT;"Lijnbaan 9, 3311RK DORDRECHT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";12-03-18;Zelfstandig;552,66;221,06;;;;;;;;;;;;Huurder
106;Korreweg;31;;;9714AB;GRONINGEN;"Korreweg 31, 9714AB GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De wederpartij wordt in het gelijk gesteld";12-03-18;Onzelfstandig;;;;;900;918,43;;;;;;;;Huurder
228;Noorderhaven;31;;A;9712VG;GRONINGEN;"Noorderhaven 31 A, 9712VG GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";30-03-18;Onzelfstandig;;;;;603,15;439,75;;;;;;;;Huurder
131;Korreweg;31;;;9714AB;GRONINGEN;"Korreweg 31, 9714AB GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";12-03-18;Onzelfstandig;;;;;960;720,28;;;;;;;;Huurder
2284;Hemelsley;244;;;6137BW;SITTARD;"Hemelsley 244, 6137BW SITTARD";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";14-03-18;Zelfstandig;401,67;401,67;;;;;;;;;;;;Huurder
951;Turennestraat;35;;b;6221AR;MAASTRICHT;"Turennestraat 35 b, 6221AR MAASTRICHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";15-03-18;Onzelfstandig;385,46;253,67;;;;;;;;;;;;Huurder
248;"Herman Colleniusstraat";25;;A;9718KS;GRONINGEN;"Herman Colleniusstraat 25 A, 9718KS GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";30-03-18;Onzelfstandig;;;;;1320;569,79;;;;;;;;Huurder
552;Maximilliaanstraat;18;;B2;3082EB;ROTTERDAM;"Maximilliaanstraat 18 B2, 3082EB ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";13-03-18;Zelfstandig;550;220;;;;;;;;;;;;Huurder
419;Groenburgwal;23;;d;1011HR;AMSTERDAM;"Groenburgwal 23 d, 1011HR AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";15-03-18;Zelfstandig;;;;;96,47;96,47;;;;;;;;Huurder
937;Turennestraat;35;;b;6221AR;MAASTRICHT;"Turennestraat 35 b, 6221AR MAASTRICHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";15-03-18;Onzelfstandig;267,98;211,37;;;;;;;;;;;;Huurder
2680;Statensingel;154;;B;6217KH;MAASTRICHT;"Statensingel 154 B, 6217KH MAASTRICHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";14-03-18;Zelfstandig;900;486,79;;;;;;;;;;;;Huurder
249;Meeuwerderbaan;12;;;9724GW;GRONINGEN;"Meeuwerderbaan 12, 9724GW GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";30-03-18;Onzelfstandig;;;;;1500;692,15;;;;;;;;Huurder
559;Gouwestraat;1;;E;2515SM;"DEN HAAG";"Gouwestraat 1 E, 2515SM DEN HAAG";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";27-03-18;Zelfstandig;;;;;1872;164;;;;;;;;Huurder
1624;Wilhelminalaan;11;;0;6042EK;ROERMOND;"Wilhelminalaan 11, 6042EK ROERMOND";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";15-02-18;Zelfstandig;568,2;340,92;;;;;;;;;;;;Huurder
801;Zuiderpark;18;;;9724AG;GRONINGEN;"Zuiderpark 18, 9724AG GRONINGEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";16-03-18;Onzelfstandig;293,99;176,39;;;;;;;;;;;;Huurder
2101;Loevesteinlaan;528;;;2533CH;"DEN HAAG";"Loevesteinlaan 528, 2533CH DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";19-03-18;Zelfstandig;455,61;455,61;;;;;;;;;;;;Huurder
6244;Loenermark;250;;;1025SX;AMSTERDAM;"Loenermark 250, 1025SX AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";19-03-18;Zelfstandig;;;;;6367,89;6367,89;;;;;;;;Huurder
864;Zamenhofdreef;77;;;3562JV;UTRECHT;"Zamenhofdreef 77, 3562JV UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";16-03-18;Onzelfstandig;315;229,83;;;;;;;;;;;;Huurder
5285;Kershoflaan;21;;;3551XS;UTRECHT;"Kershoflaan 21, 3551XS UTRECHT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";21-03-18;Zelfstandig;599,05;359,43;;;;;;;;;;;;Huurder
355;Ceintuurbaan;301;;;1402HN;BUSSUM;"Ceintuurbaan 301, 1402HN BUSSUM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De wederpartij wordt in het gelijk gesteld";19-03-18;Zelfstandig;;;;;2029,98;1988,91;;;;;;;;Huurder
2066;"Jan hanzenstraat";47;;3;1053SL;AMSTERDAM;"Jan hanzenstraat 47 3, 1053SL AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";21-03-18;Zelfstandig;306,86;122,74;;;;;;;;;;;;Huurder
2347;"maria montessoristraat";17;;;1068PD;AMSTERDAM;"maria montessoristraat 17, 1068PD AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";22-03-18;Zelfstandig;460,77;460,77;;;;;;;;;;;;Huurder
