Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";;"Punten woonruimte";Verzoeker
17424;"Saint Saensrode";2;;;2717GH;ZOETERMEER;"Saint Saensrode 2, 2717GH ZOETERMEER";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";21-02-19;Zelfstandig;495,25;495,25;;;;;;;;;;;;Huurder
16239;Oudenoord;359;KM2;"1e etage";3513EP;UTRECHT;"Oudenoord 359 KM2 1e etage, 3513EP UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";21-02-19;Onzelfstandig;460,00;460,00;;;;;;;;;;;;Huurder
6499;Kastanjelaan;13;"KM 1 ET AT";;9741CN;GRONINGEN;"Kastanjelaan 13 KM 1 ET AT, 9741CN GRONINGEN";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";21-02-19;Onzelfstandig;327,00;327,00;;;;;;;;;;;;Huurder
6095;"Donkersgang ";2;;D;9711NM;GRONINGEN;"Donkersgang 2 D, 9711NM GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";21-02-19;Zelfstandig;;;;;1.760,00;1.457,39;;;;;;;;Huurder
22389;Wolverlei;22;;;9502AK;STADSKANAAL;"Wolverlei 22, 9502AK STADSKANAAL";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";22-02-19;Zelfstandig;566,66;340,00;;;;;;;;;;;;Huurder
33880;Wurfbainlaan;10;;;6991ZH;RHEDEN;"Wurfbainlaan 10, 6991ZH RHEDEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";22-02-19;Zelfstandig;602,37;361,42;;;;;;;;;;;;Huurder
28698;"Sint Walburgstraat";8;;e;9712HX;GRONINGEN;"Sint Walburgstraat 8 e, 9712HX GRONINGEN";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";22-02-19;Zelfstandig;629,00;554,22;;;;;;;;;;;;Huurder
28416;"Van Kolplein";6;;;6882JE;VELP;"Van Kolplein 6, 6882JE VELP";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";22-02-19;Zelfstandig;602,13;602,13;;;;;;;;;;;;Huurder
26010;Oppenheimstraat;72;;A;9714ET;GRONINGEN;"Oppenheimstraat 72 A, 9714ET GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";22-02-19;Zelfstandig;;;;;300,00;64,20;;;;;;;;Huurder
22769;Oppenheimstraat;72;;A;9714ET;GRONINGEN;"Oppenheimstraat 72 A, 9714ET GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";22-02-19;Zelfstandig;;;;;300,00;65,57;;;;;;;;Huurder
22364;"Hoofdkanaal OZ";24;;;7881CL;EMMER-COMPASCUUM;"Hoofdkanaal OZ 24, 7881CL EMMER-COMPASCUUM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";22-02-19;Zelfstandig;759,08;759,08;;;;;;;;;;;;Huurder
6240;"Karel Doormanstraat";55;;;6828RD;ARNHEM;"Karel Doormanstraat 55, 6828RD ARNHEM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";22-02-19;Zelfstandig;620,07;620,07;;;;;;;;;;;;Huurder
29562;"Van Delenstraat";19;;;6991ZK;RHEDEN;"Van Delenstraat 19, 6991ZK RHEDEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-02-19;Zelfstandig;743,11;594,49;;;;;;;;;;;;Huurder
25136;"van Woustraat";141;;2;1074AJ;AMSTERDAM;"van Woustraat 141 2, 1074AJ AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-02-19;Zelfstandig;405,19;162,08;;;;;;;;;;;;Huurder
24678;"Van Ostadestraat";170;;-2;1072TH;AMSTERDAM;"Van Ostadestraat 170 -2, 1072TH AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-02-19;Zelfstandig;263,44;105,38;;;;;;;;;;;;Huurder
21380;Parkstraat;36;;3;6828JK;ARNHEM;"Parkstraat 36 3, 6828JK ARNHEM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";25-02-19;Zelfstandig;;;;;1.829,38;1.546,17;;;;;;;;Huurder
19956;Honthorststraat;85;;;2525EX;'S-GRAVENHAGE;"Honthorststraat 85, 2525EX 'S-GRAVENHAGE";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-02-19;Zelfstandig;620,55;558,50;;;;;;;;;;;;Huurder
19884;"Antoni Verburghwijk";11;;;9948PA;TERMUNTERZIJL;"Antoni Verburghwijk 11, 9948PA TERMUNTERZIJL";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-02-19;Zelfstandig;627,67;376,60;;;;;;;;;;;;Huurder
17691;Reede;94;;;3232CZ;BRIELLE;"Reede 94, 3232CZ BRIELLE";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-02-19;Zelfstandig;468,02;374,42;;;;;;;;;;;;Huurder
16971;"Koningin Emmastraat";22;;;2691WB;'S-GRAVENZANDE;"Koningin Emmastraat 22, 2691WB 'S-GRAVENZANDE";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";25-02-19;Zelfstandig;607,82;607,82;;;;;;;;;;;;Huurder
16471;"Dr. Boekenoogenstraat";26;;;1561TL;KROMMENIE;"Dr. Boekenoogenstraat 26, 1561TL KROMMENIE";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";25-02-19;Zelfstandig;592,55;592,55;;;;;;;;;;;;Huurder
14558;"Frans Halsstraat";39;;;2525VT;"DEN HAAG";"Frans Halsstraat 39, 2525VT DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-02-19;Zelfstandig;518,02;310,81;;;;;;;;;;;;Huurder
12847;"Kleine Raamstraat";6;;A;9711CH;GRONINGEN;"Kleine Raamstraat 6 A, 9711CH GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";25-02-19;Onzelfstandig;;;;;738,17;601,06;;;;;;;;Huurder
11138;Calandkade;16;;B;2521AA;"DEN HAAG";"Calandkade 16 B, 2521AA DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";25-02-19;Zelfstandig;670,20;670,20;;;;;;;;;;;;Huurder
1002;Verbeekstraat;11;;"23 Studio 27E";2332CA;LEIDEN;"Verbeekstraat 11 23 Studio 27E, 2332CA LEIDEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";25-02-19;Zelfstandig;;;;;1.622,89;931,12;;;;;;;;Huurder
927;"Verbeekstraat ";11;;"Studio 11G";2332CA;LEIDEN;"Verbeekstraat 11 Studio 11G, 2332CA LEIDEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";25-02-19;Zelfstandig;;;;;1.153,78;746,52;;;;;;;;Huurder
10668;"Jacob Marisstraat";52;;;2526AV;"DEN HAAG";"Jacob Marisstraat 52, 2526AV DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";26-02-19;Zelfstandig;100,00;100,00;;;;;;;;;;;;Huurder
29337;Vroonhoevelaan;19;;;2408SR;"ALPHEN AAN DEN RIJN";"Vroonhoevelaan 19, 2408SR ALPHEN AAN DEN RIJN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";27-02-19;Zelfstandig;559,38;559,38;;;;;;;;;;;;Huurder
26151;Ebenhaezerstraat;86;;C;3083RS;ROTTERDAM;"Ebenhaezerstraat 86 C, 3083RS ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-02-19;Zelfstandig;512,44;204,98;;;;;;;;;;;;Huurder
25709;Meynertzhagenstraat;10;;;2291RL;WATERINGEN;"Meynertzhagenstraat 10, 2291RL WATERINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";27-02-19;Zelfstandig;;;;;117,60;;;;;;;;;Huurder
23673;"P.C. Hooftstraat";60;;1;1071CA;AMSTERDAM;"P.C. Hooftstraat 60 1, 1071CA AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-02-19;Zelfstandig;1.136,54;454,62;;;;;;;;;;;;Huurder
21914;Verhaartpad;21;;;2333BT;LEIDEN;"Verhaartpad 21, 2333BT LEIDEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";27-02-19;Zelfstandig;710,39;710,39;;;;;;;;;;;;Huurder
15379;Arendsvlucht;39;;;5341AW;OSS;"Arendsvlucht 39, 5341AW OSS";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";27-02-19;Zelfstandig;678,50;678,50;;;;;;;;;;;;Huurder
15200;Lombokstraat;58;;;2315EP;LEIDEN;"Lombokstraat 58, 2315EP LEIDEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-02-19;Zelfstandig;705,00;564,00;;;;;;;;;;;;Huurder
18579;Hammarskjöldstraat;56;;;2131VH;HOOFDDORP;"Hammarskjöldstraat 56, 2131VH HOOFDDORP";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";28-02-19;Zelfstandig;592,55;592,55;;;;;;;;;;;;Huurder
18567;"Jan Luykenlaan";136;;;2332DA;LEIDEN;"Jan Luykenlaan 136, 2332DA LEIDEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";28-02-19;Zelfstandig;599,35;419,55;;;;;;;;;;;;Huurder
17727;Fortuinstraat;11;;;2611LW;DELFT;"Fortuinstraat 11, 2611LW DELFT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";28-02-19;Zelfstandig;1.200,00;637,18;;;;;;;;;;;;Huurder
17334;"De La Reystraat";117;;A;3072TH;ROTTERDAM;"De La Reystraat 117 A, 3072TH ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";28-02-19;Zelfstandig;395,75;158,30;;;;;;;;;;;;Huurder
17151;"Burgemeester Meineszplein";11;;B;3022XB;ROTTERDAM;"Burgemeester Meineszplein 11 B, 3022XB ROTTERDAM";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";28-02-19;Zelfstandig;595,00;440,11;;;;;;;;;;;;Huurder
16730;Janvossensteeg;1;;;2312WB;LEIDEN;"Janvossensteeg 1, 2312WB LEIDEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";28-02-19;Zelfstandig;;;;;450,00;293,82;;;;;;;;Huurder
16576;Watervlierstraat;65;;;2563PW;"DEN HAAG";"Watervlierstraat 65, 2563PW DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-02-19;Zelfstandig;381,01;381,01;;;;;;;;;;;;Huurder
13163;Mozartlaan;207;;B;2555JE;"DEN HAAG";"Mozartlaan 207 B, 2555JE DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";28-02-19;Zelfstandig;598,37;239,35;;;;;;;;;;;;Huurder
5586;Hereweg;96;"KM 3";;9725AH;GRONINGEN;"Hereweg 96 KM 3, 9725AH GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";28-02-19;Onzelfstandig;;;;;656,00;483,68;;;;;;;;Huurder
33141;Rozengaarderweg;18;;;7416BN;DEVENTER;"Rozengaarderweg 18, 7416BN DEVENTER";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";01-03-19;Zelfstandig;600,00;240,00;;;;;;;;;;;;Huurder
32514;Teylerplein;48;;;2032NC;HAARLEM;"Teylerplein 48, 2032NC HAARLEM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";01-03-19;Zelfstandig;574,93;540,94;;;;;;;;;;;;Huurder
32513;Teylerplein;60;;;2032ND;HAARLEM;"Teylerplein 60, 2032ND HAARLEM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";01-03-19;Zelfstandig;508,14;488,36;;;;;;;;;;;;Huurder
32512;Teylerplein;82;;;2032ND;HAARLEM;"Teylerplein 82, 2032ND HAARLEM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De wederpartij wordt in het gelijk gesteld";01-03-19;Zelfstandig;528,69;528,69;;;;;;;;;;;;Huurder
32509;Teylerplein;98;;;2032NE;HAARLEM;"Teylerplein 98, 2032NE HAARLEM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De wederpartij wordt in het gelijk gesteld";01-03-19;Zelfstandig;471,33;471,33;;;;;;;;;;;;Huurder
32505;Teylerplein;104;;;2032NE;HAARLEM;"Teylerplein 104, 2032NE HAARLEM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De wederpartij wordt in het gelijk gesteld";01-03-19;Zelfstandig;494,05;494,05;;;;;;;;;;;;Huurder
32503;Teylerplein;118;;;2032NE;HAARLEM;"Teylerplein 118, 2032NE HAARLEM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De wederpartij wordt in het gelijk gesteld";01-03-19;Zelfstandig;559,52;559,52;;;;;;;;;;;;Huurder
32500;Teylerplein;124;;;2032NE;HAARLEM;"Teylerplein 124, 2032NE HAARLEM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De wederpartij wordt in het gelijk gesteld";01-03-19;Zelfstandig;511,19;511,19;;;;;;;;;;;;Huurder
32496;Teylerplein;126;;;2032NE;HAARLEM;"Teylerplein 126, 2032NE HAARLEM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De wederpartij wordt in het gelijk gesteld";01-03-19;Zelfstandig;511,19;511,19;;;;;;;;;;;;Huurder
32491;Teylerplein;134;;;2032NE;HAARLEM;"Teylerplein 134, 2032NE HAARLEM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";01-03-19;Zelfstandig;537,09;535,68;;;;;;;;;;;;Huurder
32489;Teylerplein;128;;;2032NE;HAARLEM;"Teylerplein 128, 2032NE HAARLEM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De wederpartij wordt in het gelijk gesteld";01-03-19;Zelfstandig;474,57;474,57;;;;;;;;;;;;Huurder
29456;Bloemfonteinstraat;76;;;3072HK;ROTTERDAM;"Bloemfonteinstraat 76, 3072HK ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";01-03-19;Zelfstandig;671,38;537,10;;;;;;;;;;;;Huurder
27694;Fazantenweg;64;;1;1021HP;AMSTERDAM;"Fazantenweg 64 1, 1021HP AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";01-03-19;Zelfstandig;557,99;223,20;;;;;;;;;;;;Huurder
27317;Beijerlandselaan;114;ROTTERDAM;"B 2";3074EN;ROTTERDAM;"Beijerlandselaan 114 ROTTERDAM B 2, 3074EN ROTTERDAM";;"Melding herstel van gebreken (art. 4.3 UHW)";"Gebreken geheel verholpen";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";01-03-19;Zelfstandig;183,04;250,58;;;;;;;;;;;;Verhuurder
25792;Riouwstraat;12;"KM 2";A;9715BV;GRONINGEN;"Riouwstraat 12 KM 2 A, 9715BV GRONINGEN";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";01-03-19;Onzelfstandig;316,52;205,24;;;;;;;;;;;;Huurder
25750;Kortenburglaan;2;;KM8;3941HR;DOORN;"Kortenburglaan 2 KM8, 3941HR DOORN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";01-03-19;Zelfstandig;;;;;110,00;255,88;;;;;;;;Huurder
25272;Winschoterdiep;51;"KM 2";A;9724GJ;GRONINGEN;"Winschoterdiep 51 KM 2 A, 9724GJ GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";01-03-19;Onzelfstandig;;;;;400,00;233,68;;;;;;;;Huurder
25044;"Bevrijdingsstraat ";23;4;;6701AA;"WAGENINGEN ";"Bevrijdingsstraat 23 4, 6701AA WAGENINGEN ";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";01-03-19;Onzelfstandig;;;;;780,00;304,77;;;;;;;;Huurder
24561;Mariniersweg;11;;D;3011NB;ROTTERDAM;"Mariniersweg 11 D, 3011NB ROTTERDAM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";01-03-19;Zelfstandig;874,02;756,51;;;;;;;;;;;;Huurder
24152;"Vlaggeschip ";14;;;4902CL;OOSTERHOUT;"Vlaggeschip 14, 4902CL OOSTERHOUT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";01-03-19;Zelfstandig;531,49;531,49;;;;;;;;;;;;Huurder
23870;Dierenriemstraat;187;;;9742AE;GRONINGEN;"Dierenriemstraat 187, 9742AE GRONINGEN";;"Splitsen all-in huurprijs (art. 7:258 BW)";"Er is geen all in prijs";"De wederpartij wordt in het gelijk gesteld";01-03-19;Zelfstandig;1.750,00;1.750,00;;;;;;;;;;;;Huurder
23831;"De Kaai";24;;;9723LD;GRONINGEN;"De Kaai 24, 9723LD GRONINGEN";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen ernstige gebreken";"Niet van toepassing";01-03-19;Zelfstandig;850,00;554,22;;;;;;;;;;;;Huurder
23155;"Chalonsstraat ";2;;B;3043TD;ROTTERDAM;"Chalonsstraat 2 B, 3043TD ROTTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De verzoeker wordt in het gelijk gesteld";01-03-19;Zelfstandig;;;;;1.338,49;1.174,98;;;;;;;;Huurder
22986;Paramariboplein;27;;;1058AP;AMSTERDAM;"Paramariboplein 27, 1058AP AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";01-03-19;Zelfstandig;888,32;710,66;;;;;;;;;;;;Huurder
22369;"Rozenburgstraat ";145;;;2512SR;"DEN HAAG";"Rozenburgstraat 145, 2512SR DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";01-03-19;Zelfstandig;208,47;62,54;;;;;;;;;;;;Huurder
21902;"Marquerite Durasstraat";53;;;3207MB;SPIJKENISSE;"Marquerite Durasstraat 53, 3207MB SPIJKENISSE";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";01-03-19;Zelfstandig;673,67;673,67;;;;;;;;;;;;Huurder
21822;"Herman Heijermanshof";31;;;3031NH;ROTTERDAM;"Herman Heijermanshof 31, 3031NH ROTTERDAM";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";01-03-19;Zelfstandig;744,00;744,00;;;;;;;;;;;;Huurder
21696;Marktweg;141;;;2525JD;"DEN HAAG";"Marktweg 141, 2525JD DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";01-03-19;Zelfstandig;635,05;635,05;;;;;;;;;;;;Huurder
21412;Stoomtramweg;141;;;3071ZH;ROTTERDAM;"Stoomtramweg 141, 3071ZH ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";01-03-19;Zelfstandig;653,83;653,83;;;;;;;;;;;;Huurder
20661;Oranjesingel;21;3;;6511NM;NIJMEGEN;"Oranjesingel 21 3, 6511NM NIJMEGEN";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";01-03-19;Onzelfstandig;326,26;268,81;;;;;;;;;;;;Huurder
20589;Borneostraat;2;"ET 1 AT LKS";C;3531PJ;UTRECHT;"Borneostraat 2 ET 1 AT LKS C, 3531PJ UTRECHT";;"Huurverlaging op grond van punten (art. 7:254 BW)";Intrekking;"De wederpartij wordt in het gelijk gesteld";01-03-19;Onzelfstandig;292,50;292,50;;;;;;;;;;;;Huurder
20585;Borneostraat;2;"ET 1 VZ LKS";C;3531PJ;UTRECHT;"Borneostraat 2 ET 1 VZ LKS C, 3531PJ UTRECHT";;"Huurverlaging op grond van punten (art. 7:254 BW)";Intrekking;"De wederpartij wordt in het gelijk gesteld";01-03-19;Onzelfstandig;330,00;330,00;;;;;;;;;;;;Huurder
20575;Borneostraat;2;"ET 2 AT LKS";C;3531PJ;UTRECHT;"Borneostraat 2 ET 2 AT LKS C, 3531PJ UTRECHT";;"Huurverlaging op grond van punten (art. 7:254 BW)";Intrekking;"De wederpartij wordt in het gelijk gesteld";01-03-19;Onzelfstandig;225,00;225,00;;;;;;;;;;;;Huurder
20169;Borneostraat;2;"ET 2 VZ MID";C;3531PJ;UTRECHT;"Borneostraat 2 ET 2 VZ MID C, 3531PJ UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";Intrekking;"De wederpartij wordt in het gelijk gesteld";01-03-19;Onzelfstandig;221,25;221,25;;;;;;;;;;;;Huurder
20168;Borneostraat;2;"ET 2 AT MID";C;3531PJ;UTRECHT;"Borneostraat 2 ET 2 AT MID C, 3531PJ UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";Intrekking;"De wederpartij wordt in het gelijk gesteld";01-03-19;Onzelfstandig;295,00;295,00;;;;;;;;;;;;Huurder
20167;Borneostraat;2;;C;3531PJ;UTRECHT;"Borneostraat 2 C, 3531PJ UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";Intrekking;"De wederpartij wordt in het gelijk gesteld";01-03-19;Onzelfstandig;205,50;205,50;;;;;;;;;;;;Huurder
20166;Borneostraat;2;"ET 2 VZ LKS";C;3531PJ;UTRECHT;"Borneostraat 2 ET 2 VZ LKS C, 3531PJ UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";Intrekking;"De wederpartij wordt in het gelijk gesteld";01-03-19;Onzelfstandig;255,00;255,00;;;;;;;;;;;;Huurder
20150;"Neckardreef ";134;;;3562CP;UTRECHT;"Neckardreef 134, 3562CP UTRECHT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";01-03-19;Zelfstandig;473,99;473,99;;;;;;;;;;;;Huurder
20044;"Da Costakade";85;;A;1053WJ;AMSTERDAM;"Da Costakade 85 A, 1053WJ AMSTERDAM";;"Melding herstel van gebreken (art. 4.3 UHW)";"Gebreken deels verholpen of niet verholpen";"De wederpartij wordt in het gelijk gesteld";01-03-19;Zelfstandig;205,62;205,62;;;;;;;;;;;;Verhuurder
19918;"Govert Flinckstraat";217;;HS;1073BW;AMSTERDAM;"Govert Flinckstraat 217 HS, 1073BW AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";01-03-19;Zelfstandig;610,46;610,46;;;;;;;;;;;;Huurder
